time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1771456816.5456774,237,70,7,1,0,0,22.1333203125,240342,37.02119148230783,1004.0300741274461,77.04653101192872
1771456817.5578322,237,70,7,1,0,0,22.139375,242869,37.010099940939625,1004.0235184202262,77.10151737880099
1771456818.569933,228,70,7,1,0,0,22.1440625,243894,36.9871872134027,1004.018384231636,77.14458088036689
1771456819.5821002,228,70,7,1,0,0,22.149921875,245623,36.97023561859557,1004.0133288825652,77.18698328208959
1771456820.5942495,228,70,7,1,0,0,22.1551953125,246496,36.935702605351615,1004.0164096361505,77.16114303776347
1771456821.6064901,219,68,7,1,0,0,22.1587109375,248084,36.94189032981949,1004.014829708282,77.1743948919914
1771456822.6186173,219,68,7,1,0,0,22.1628125,250596,36.92476996935892,1004.0196482354345,77.13397891015377
1771456823.6307504,219,68,7,1,0,0,22.1669140625,251871,36.91349189542258,1004.0171992108283,77.15452038191654
1771456824.6428685,219,66,7,1,0,0,22.171015625,251505,36.902214519710725,1004.0165669764638,77.15982332597497
1771456825.6545792,219,66,7,1,0,0,22.17609375,252238,36.902714197004904,1004.0265990381624,77.07567848458315
1771456826.6667776,219,66,7,1,0,0,22.179609375,252974,36.89721984492221,1004.0304695491498,77.04321439921543
1771456827.6793096,240,70,11,1,0,0,22.1821484375,254087,36.903310001536674,1004.0236755696294,77.10019927585027
1771456828.6915033,240,70,11,1,0,0,22.1852734375,254460,36.89193701038735,1004.0250971399012,77.08827575123402
1771456829.7037063,240,70,11,1,0,0,22.188203125,257868,36.89806543734172,1004.0225688280453,77.10948216128914
1771456830.7160382,198,56,11,1,0,0,22.1923046875,257868,36.886788790651835,1004.0237531743833,77.09954835994839
1771456831.72691,198,56,11,1,0,0,22.196015625,257677,36.89299394092201,1004.01340374445,77.18635536697388
1771456832.7376823,198,56,11,1,0,0,22.199140625,259801,36.88162145304894,1004.0239099769217,77.09823316660449
1771456833.7484684,303,89,16,1,0,0,22.20265625,260779,36.87612760427417,1004.0223292952288,77.11149126344307
1771456834.7592924,303,89,16,1,0,0,22.2065625,260975,36.87651185149385,1004.0195634556778,77.1346900093067
1771456835.7700775,303,89,16,1,0,0,22.2106640625,261369,36.841881170314934,1004.0261985037195,77.0790379910635
1771456836.7814875,303,89,19,4,0,0,22.214765625,261962,36.818932481107204,1004.0255654854315,77.0843474718436
1771456837.793112,303,89,19,4,0,0,22.217890625,263556,36.81923952124905,1004.0233526276465,77.10290797725375
1771456838.8052413,303,89,19,4,0,0,22.221015625,264360,36.802034761868505,1004.0302248877883,77.04526650441113
